CRN,Course,Section,Title,Hours,Area of LLC,Type,Days,Time,Location,Instructor,Seats Still Available,STATUS
8522,SOCL 314L,2,Educ  Culture and Society Lab,1,,Lec,W,1500-1615,ARR ,Kohr  Rita,5,Open
8523,SOCL 314L,3,Educ  Culture and Society Lab,1,,Lec,W,1500-1615,ARR ,Chappell  Christopher,9,Open
8524,SOCL 314L,4,Educ  Culture and Society Lab,1,,Lab,R,1500-1615,ARR ,Kohr  Rita,3,Open
8525,SOCL 315,1,Health and Healing,3,,Lec,TR,0930-1045,LUTR 167,Timmer  Andria,0,Closed
8526,SOCL 315,2,Health and Healing,3,,Lec,TR,1630-1745,LUTR 242,Timmer  Andria,0,Closed
8527,SOCL 316,1,Racial and Ethnic Relations,3,,Lec,W,1800-2045,LUTR 131,Docka-Filipek  Danielle,4,Open
8528,SOCL 316,2,Racial and Ethnic Relations,3,,Lec,MW,1600-1715,FORBES 2014,Randolph  Antonia,0,Closed
8529,SOCL 316,3,Racial and Ethnic Relations,3,,Lec,MW,1800-1915,FORBES 2014,Randolph  Antonia,0,Closed
8531,SOCL 319,1,Deviant Behavior,3,,Lec,MW,1600-1715,LUTR 167,Gautam  Rana,0,Closed
8532,SOCL 319,2,Deviant Behavior,3,,Lec,MW,1800-1915,LUTR 167,Gautam  Rana,0,Closed
8533,SOCL 319,3,Deviant Behavior,3,,Lec,TR,1500-1615,LUTR 167,Gautam  Rana,0,Closed
8534,SOCL 321,1,Criminology,3,,Lec,MWF,0900-0950,LUTR 167,Briddell  Laine,1,Open
8535,SOCL 321,2,Criminology,3,,Lec,MWF,1000-1050,LUTR 167,Briddell  Laine,0,Closed
8536,SOCL 330,1,Language and Cultures,3,  AIGM,Lec,MWF,1200-1250,FORBES 2070A,Loy  Christopher,0,Closed
8537,SOCL 335,1,Crime and Inequality,3,,Lec,MWF,1200-1250,LUTR 167,Briddell  Laine,0,Closed
8538,SOCL 392,1,Statistics for Social Research,3,,Lec,MWF,0900-0950,LUTR 157,Griffiths  Diane,1,Open
8539,SOCL 392,2,Statistics for Social Research,3,,Lec,MWF,1000-1050,LUTR 157,Harris  Jaime,0,Closed
8540,SOCL 392,3,Statistics for Social Research,3,,Lec,MWF,1100-1150,LUTR 157,Harris  Jaime,0,Closed
8541,SOCL 480,W1,WI:Research Methods and Design,3,  WI,Lec,TR,1330-1445,LUTR 167,Timmer  Andria,0,Closed
8542,SOCL 480,W2,WI:Research Methods and Design,3,  WI,Lec,TR,1330-1445,LUTR 157,Harris  Jaime,0,Closed
8543,SOCL 491,1,Practicum in Sociology,3,,Pra,,,ARR ,Loy  Christopher,0,Closed
8544,SOCL 492,1,Readings in  Sociology,3-Jan,,Ind,,,ARR ,Staff  CNU,0,Closed
8545,SOWK 201,1,Intro to Soc Work &amp; Soc Welf,3,,Lec,TR,1100-1215,LUTR 242,Valutis  Stephanie,2,Open
8546,SOWK 211,1,Human Behavior II,3,  AIII,Lec,TR,0930-1045,LUTR 242,Valutis  Stephanie,12,Open
8547,SOWK 302,1,Social Work Practice II,3,,Lec,TR,1330-1445,MCM 262,Russett  Jill,12,Open
8548,SOWK 366,1,Social Policy Analysis,3,,Lec,TR,0800-0915,LUTR 242,Griffiths  Diane,13,Open
8549,SOWK 374,1,Addiction Prevention/Recovery,3,,Lec,TR,1100-1215,LUTR 167,Russett  Jill,5,Open
8550,SOWK 402,1,Field Instruction II,6,,Lec,M,1200-1350,LUTR 111,Griffiths  Diane,0,Closed
8551,SOWK 402,2,Field Instruction II,6,,Lec,W,1200-1350,LUTR 111,Griffiths  Diane,0,Closed
8552,SOWK 498,1,Senior Seminar in Social Work,3,,Lec,W,1800-2045,LUTR 170,Valutis  Stephanie,10,Open
8860,SPAN 101,1,Beginning Spanish I,3,,Lec,MWF,1400-1450,MCM 307,Edery  Ingrid,0,Closed
8861,SPAN 102,1,Beginning Spanish II,3,,Lec,MWF,0800-0850,MCM 314,Shaw  Stephen,0,Closed
8862,SPAN 102,2,Beginning Spanish II,3,,Lec,TR,0800-0915,MCM 357,Shaw  Stephen,0,Closed
8863,SPAN 102,3,Beginning Spanish II,3,,Lec,MWF,0900-0950,MCM 366,Edery  Ingrid,0,Closed
8866,SPAN 102,4,Beginning Spanish II,3,,Lec,MWF,1000-1050,MCM 307,Edery  Ingrid,0,Closed
8869,SPAN 102,5,Beginning Spanish II,3,,Lec,MWF,1200-1250,MCM 366,Edery  Ingrid,0,Closed
8872,SPAN 200,1,Eff Comm in Spanish,3,  LLF,Lec,TR,0930-1045,MCM 316,Miller  Elaine,0,Closed
8896,SPAN 200,10,Eff Comm in Spanish,3,  LLF,Lec,MWF,0800-0850,FERG 207,Davis  Mark,0,Closed
8897,SPAN 200,11,Eff Comm in Spanish,3,  LLF,Lec,MWF,1300-1350,FERG 208,Valdez  Elena,0,Closed
8898,SPAN 200,12,Eff Comm in Spanish,3,  LLF,Lec,TR,1330-1445,MCM 364,Varo Varo  Alonso,1,Open
8899,SPAN 200,13,Eff Comm in Spanish,3,  LLF,Lec,MWF,1400-1450,FERG 208,Davis  Mark,0,Closed
8901,SPAN 200,14,Eff Comm in Spanish,3,  LLF,Lec,MWF,1500-1550,FERG 207,Pretak  Jennifer,1,Open
8904,SPAN 200,15,Eff Comm in Spanish,3,  LLF,Lec,TR,1500-1615,FERG 208,Jelambi  Graciela,0,Closed
8907,SPAN 200,16,Eff Comm in Spanish,3,  LLF,Lec,MW,1600-1715,FERG 207,Pretak  Jennifer,0,Closed
8908,SPAN 200,17,Eff Comm in Spanish,3,  LLF,Lec,TR,1630-1745,FERG 208,Jelambi  Graciela,0,Closed
8909,SPAN 200,18,Eff Comm in Spanish,3,  LLF,Lec,MW,1800-1915,FERG 207,Freeman  Donna,1,Open
8874,SPAN 200,2,Eff Comm in Spanish,3,  LLF,Lec,MWF,1000-1050,MCM 364,Deller  Camelia,0,Closed
8875,SPAN 200,3,Eff Comm in Spanish,3,  LLF,Lec,MWF,1100-1150,MCM 366,Deller  Camelia,0,Closed
8882,SPAN 200,4,Eff Comm in Spanish,3,  LLF,Lec,TR,1630-1745,MCM 364,Gordon  Rocio,0,Closed
8885,SPAN 200,5,Eff Comm in Spanish,3,  LLF,Lec,TR,1800-1915,MCM 314,Morales-Diaz  Marisol,0,Closed
8887,SPAN 200,6,Eff Comm in Spanish,3,  LLF,Lec,TR,1100-1215,MCM 366,Miller  Elaine,0,Closed
8889,SPAN 200,7,Eff Comm in Spanish,3,  LLF,Lec,TR,1100-1215,MCM 257,Varo Varo  Alonso,0,Closed
8891,SPAN 200,8,Eff Comm in Spanish,3,  LLF,Lec,MWF,1200-1250,MCM 316,Deller  Camelia,0,Closed
8893,SPAN 200,9,Eff Comm in Spanish,3,  LLF,Lec,MWF,0900-0950,FERG 207,Davis  Mark,1,Open
8945,SPAN 201,1,Intermediate Spanish I,3,  LLF,Lec,MWF,1000-1050,MCM 314,Velardi  Danielle,0,Closed
8953,SPAN 202,1,Intermediate Spanish II,3,  LLF,Lec,MWF,1300-1350,MCM 312,Velardi  Danielle,0,Closed
8956,SPAN 202,2,Intermediate Spanish II,3,  LLF,Lec,MWF,1500-1550,FERG 208,Davis  Mark,8,Open
8958,SPAN 202,3,Intermediate Spanish II,3,  LLF,Lec,MWF,1400-1450,MCM 312,Velardi  Danielle,0,Closed
8962,SPAN 302,1,Adv Spanish Conversation,3,  LLF,Lec,MWF,1300-1350,MCM 307,Finley  Sarah,0,Closed
8965,SPAN 302,2,Adv Spanish Conversation,3,  LLF,Lec,MWF,1400-1450,MCM 364,Valdez  Elena,8,Open
8968,SPAN 303,1,Spanish in the Digital Age,3,  LLF,Lec,TR,0930-1045,MCM 110,Gordon  Rocio,3,Open
8970,SPAN 303,2,Spanish in the Digital Age,3,  LLF,Lec,TR,1100-1215,MCM 110,Gordon  Rocio,0,Closed
8986,SPAN 321,1,Techiques of Translation,3,  LLF,Lec,TR,1330-1445,MCM 366,Finley  Sarah,7,Open
8992,SPAN 354,1,Introductn-Spanish Literature,3,  AIWT  LLF,Lec,TR,0930-1045,MCM 314,Varo Varo  Alonso,2,Open
8995,SPAN 472,1,Hispanic Popular Culture,3,  AIWT  LLF,Lec,MWF,1100-1150,MCM 362,Velardi  Danielle,10,Open
9177,TCHG 510,1,Internship,8,,Int,MTWRF,0800-1550,ARR ,Bauer  Martha,3,Open
9186,TCHG 510,10,Internship,8,,Int,MTWRF,0800-1550,ARR ,Pantelides  Judy,4,Open
9187,TCHG 510,11,Internship,8,,Int,MTWRF,0800-1550,ARR ,Powell  Linda,1,Open
9188,TCHG 510,12,Internship,8,,Int,MTWRF,0800-1550,ARR ,Graef  Mayrene,2,Open
9189,TCHG 510,13,Internship,8,,Int,MTWRF,0800-1550,ARR ,Perry  Molly,3,Open
9190,TCHG 510,14,Internship,8,,Int,MTWRF,0800-1550,ARR ,Timmer  Dale,3,Open
9191,TCHG 510,15,Internship,8,,Int,MTWRF,0800-1550,ARR ,Winter  Lois,1,Open
9192,TCHG 510,16,Internship,8,,Int,MTWRF,0800-1550,ARR ,Sulzberger  Robert,3,Open
9193,TCHG 510,17,Internship,8,,Int,MTWRF,0800-1550,ARR ,Kuster  George,2,Open
9194,TCHG 510,18,Internship,8,,Int,MTWRF,0800-1550,ARR ,Young  Kathleen,2,Open
9195,TCHG 510,19,Internship,8,,Int,MTWRF,0800-1550,ARR ,Ankney  Kimberly,2,Open
9178,TCHG 510,2,Internship,8,,Int,MTWRF,0800-1550,ARR ,Carter  Richard,3,Open
9196,TCHG 510,20,Internship,8,,Int,MTWRF,0800-1550,ARR ,Sprague  Marsha,2,Open
9362,TCHG 510,21,Internship,8,,Int,MTWRF,0800-1550,ARR ,DeJong  Anna,0,Closed
9179,TCHG 510,3,Internship,8,,Int,MTWRF,0800-1550,ARR ,Filetti  Jean,5,Open
9180,TCHG 510,4,Internship,8,,Int,MTWRF,0800-1550,ARR ,Irving  John,3,Open
9181,TCHG 510,5,Internship,8,,Int,MTWRF,0800-1550,ARR ,Roadarmel  Lynne,4,Open
9182,TCHG 510,6,Internship,8,,Int,MTWRF,0800-1550,ARR ,Hutchinson  Mary Ann,3,Open
9183,TCHG 510,7,Internship,8,,Int,MTWRF,0800-1550,ARR ,Kohr  Rita,2,Open
9184,TCHG 510,8,Internship,8,,Int,MTWRF,0800-1550,ARR ,Short  Cecelia,2,Open
9197,TCHG 511,SA1,SA: Internship I in Panama,4,,Int,,,ARR ,Ankney  Kimberly,0,Closed
9198,TCHG 511,SA2,SA: Internship I in Panama,4,,Int,,,ARR ,Perry  Molly,0,Closed
9224,TCHG 511,SA3,SA: Internship I in Panama,4,,Int,,,ARR ,Powell  Linda,0,Closed
9225,TCHG 511,SA4,SA: Internship I in Panama,4,,Int,,,ARR ,Bauer  Martha,0,Closed
9199,TCHG 580,1,Technology for Teachers,1,,Lec,TR,1600-1900,ARR ,Taylor  Christine,0,Closed
9200,TCHG 580,2,Technology for Teachers,1,,Lec,T,1600-1900,ARR ,Taylor  Christine,6,Open
9201,TCHG 580,3,Technology for Teachers,1,,Lec,MW,1600-1900,ARR ,Elgert  Elizabeth,0,Closed
9202,TCHG 580,4,Technology for Teachers,1,,Lec,R,1600-1900,ARR ,Elgert  Elizabeth,18,Open
8290,THEA 130,1,Private Voice,2-Jan,,Lec,,,ARR ,Ironmonger-Mann  Constance,0,Closed
8291,THEA 130,2,Private Voice,2-Jan,,Lec,,,ARR ,Mooney  Chris,0,Closed
8295,THEA 200L,1,Arts Administration Practicum,1,,Pra,W,1600-1650,FERG 223,Godwin  Laura,4,Open
8299,THEA 210,1,The Dramatic Impulse,3,  AICE,Lec,MWF,0900-0950,FERG 221,Staff  CNU,0,Closed
8301,THEA 210,2,The Dramatic Impulse,3,  AICE,Lec,MWF,1100-1150,FERG 221,Godwin  Laura,0,Closed
8303,THEA 230,1,Pract Act:Brdway to Boardroom,3,  AICE,Lec,MW,1430-1545,FERG T107,Insley  Amy,0,Closed
8305,THEA 230,2,Pract Act:Brdway to Boardroom,3,  AICE,Lec,MW,1600-1715,FERG T107,Insley  Amy,0,Closed
8307,THEA 232,1,Acting I,3,,Lec,MW,1300-1415,FERG T107,Lloyd  Gregg,0,Closed
8346,THEA 232,2,Acting I,3,,Lec,MW,1100-1215,FERG T107,Stetkevych  Julian,0,Closed
8310,THEA 250,1,Scene Design and Technology,3,  AICE,Lec,MW,1100-1215,FERG 223,Marshall  Dale,7,Open
8312,THEA 250L,1,Backstage Practicum,1,,Lab,MTWRF,1900-2100,ARR ,Sweet  Tanya,9,Open
8314,THEA 250L,2,Backstage Practicum,1,,Lab,MTWRFS,1900-2100,ARR ,Sweet  Tanya,21,Open
8316,THEA 252,1,Costume Design and Technology,3,,Lec,MW,0930-1045,FERG 222,Jaremski  Kathleen,3,Open
8348,THEA 254,1,Rendering for the Theater,3,,Lec,,, ,,0,Closed
9326,THEA 258,1,Makeup for the Theater,3,,Lec,MW,1100-1215,FERG 222,Jaremski  Kathleen,7,Open
8350,THEA 311,1,Theater History II,3,,Lec,MWF,1300-1350,FERG 221,Godwin  Laura,8,Open
8319,THEA 336,1,Fundamentals of Play Directing,3,,Lec,TR,1100-1215,FERG T107,Gillman  Denise,8,Open
8321,THEA 346,1,History of Musical Theater,3,,Lec,TR,1330-1445,FERG 221,Hillow  George,10,Open
8347,THEA 355,1,Sound Design,3,,Lec,MW,0930-1045,FERG 223,Marshall  Dale,7,Open
8353,THEA 361,W1,WI: Bdway To Hollywd and Back,3,  WI,Lec,TR,1100-1215,FERG 208,Hillow  George,5,Open
8322,THEA 365,W1,WI: Playwriting,3,  AICE  WI,Lec,TR,0930-1045,FERG 223,Sweet  Tanya,3,Open
8325,THEA 380,1,Production,0 - 3,,Pra,MTWRF,1900-2300,FERG T107,Gillman  Denise,0,Closed
8327,THEA 380,2,Production,0 - 3,,Pra,MTWRF,1900-2300,FERG T107,Lloyd  Laura,0,Closed
8329,THEA 430,1,Acting III,3,,Lec,TR,1330-1445,FERG T107,Stetkevych  Julian,3,Open
8332,THEA 432,1,The Actor&#39;s Voice II,3,,Lec,TR,1500-1615,FERG T107,Stetkevych  Julian,8,Open
8334,THEA 438,1,A Call to Arms,3,,Lec,TR,0930-1045,FERG T107,Lloyd  Gregg,0,Closed
8335,THEA 491,1,Theater Practicum,3-Jan,,Pra,,,ARR ,Hillow  George,0,Closed
8336,THEA 492,1,Arts Admin Internship,3,,Int,,,ARR ,Godwin  Laura,0,Closed
9340,THEA 495,1,SP TPC: Stage Management II,3,,Lec,,,ARR ,Sweet  Tanya,7,Open
8342,THEA 498,1,Thesis Project,3,,Ind,,,ARR ,Sweet  Tanya,12,Open
9371,THEA 499,1,Ind St: Adv Shakespeare: Chara,3-Jan,,Ind,,,ARR ,Stetkevych  Julian,0,Closed
9266,VOIC 234,1,Applied Music: Voice,2,,Lab,,,ARR ,McGuire  John,0,Closed
